record_id,title,author,date,place,country,language,publisher,genre,n_annotations
14814633,On Fertilizers ... Second edition,"Johnson, Cuthbert William",1851,London,England,English,,Non-fiction,5
14814636,"The Stranger in India: or, Three years in Calcutta","Johnson, George William",1843,London,England,English,,Non-fiction,5
14814637,"The Exploits of Myles Standish, etc [A tale.]","Johnson, Henry",1897,London,England,English,Sampson Low,Non-fiction,3
14814743,The Miners' Manual. A legal hand-book for employer and employed,"Jones, Llewellyn Arthur Atherley",1882,London,England,English,Cassell,Non-fiction,3
14814797,"Travels through France and Germany in the years 1815-1817, comprising a view of the moral, political and social state of those countries. Interspersed with ... historical and political anecdotes, etc","Jürgensen, Jørgen, called the Criminal King",1817,London,England,English,,Non-fiction,3
14814924,A Year of Consolation [Travels in Italy.],"Kemble, afterwards Butler, Frances Anne",1847,London,England,English,,Non-fiction,5
14814937,"The Iron Ores of Great Britain and Ireland, their mode of occurrence, age and origin ... with a notice of some of the iron ores of Spain, etc","Kendall, J. D.",1893,London,England,English,C. Lockwood,Non-fiction,3
14814939,White Poppies. A novel ... With illustrations by R. A. Bell,"Kendall, May",1893,London,England,English,Ward & Lock,Fiction,5
14814972,"A History of the Parish of Leyton, Essex. With maps, etc","Kennedy, John, vicar of St. Catherine's, Leyton",1894,Leyton,,English,Phelps,Non-fiction,4
14814991,Skill wins Favour. A novel,"Kent, Dorothy S., Mrs",1889,Guildford  London,England,English,Roper & Drowley,Fiction,5
14815011,"Personal Narrative of a Journey from India to England, by Bussorah ... Astrakhan ... and St. Petersburgh in the year 1824 [With illustrations.]","Keppel, George Thomas, Earl of Albemarle",1827,London,England,English,Henry Colburn,Non-fiction,3
14815104,A Geraldine,"King, Richard Ashe",1892,London,England,English,Ward & Downey,Fiction,5
14815113,The Mystic Quest. A tale of two incarnations,"Kingsland, William, m.i.e.e",1891,London,England,English,G. Allen,Fiction,5
14815131,"Madam How and Lady Why; or, first lessons in earth lore for children. With ... illustrations","Kingsley, Charles",1870,London,England,English,,Non-fiction,5
14815157,Valentin. A French Boy's Story of Sedan,"Kingsley, Henry",1872,London,England,English,,Fiction,4
14815179,"Great African Travellers, from Bruce and Mungo Park to Livingstone and Stanley ... With ... illustrations","Kingston, William Henry Giles",1890,London,England,English,G. Routledge,Non-fiction,5
14815206,Het Licht dat verdween. Uit het Engelsch,"Kipling, Rudyard",1892,Amsterdam,,Dutch,,Fiction,1
14815208,"Out of India. Things I saw, and failed to see, in certain days and nights at Jeypore and elsewhere [Including 'Letters of Marque' and 'The City of Dreadful Night.']","Kipling, Rudyard",1895,New York,United States of America,English,G. W. Dillingham,Non-fiction,3
14815287,Sketches of life in Japan ... With illustrations,"Knollys, Henry, Sir, k.c.v.o",1887,London,England,English,Chapman & Hall,Non-fiction,5
14815289,"Två Månader i Egypten. Anteckningar ... Med 2 Kartar, 16 träsnitt, etc","Knorring, Eric Oscar von",1873,Stockholm,,Swedish,,Non-fiction,1
14815319,Travels in Brazil,"Koster, Henry",1816,London,England,English,,Non-fiction,4
14815323,"A new Voyage round the world, in ... 1823, 24, 25, and 26. (Appendix.-Review of the Zoological Collection of F. Eschscholtz.)","Kotzebue, Otto von",1830,London,England,English,,Non-fiction,4
14815332,"The practice of ore dressing in Europe, etc","Kunhardt, Wheaton B.",1884,New York,United States of America,English,J. Wiley,Non-fiction,4
14815387,"A Ride on Horseback to Florence, through France and Switzerland; described in a series of letters. By a Lady [Mrs. Dalkeith Holmes]",,1842,London,England,English,,Non-fiction,3
14815405,"A Tour in Sweden in 1838, etc","Laing, Samuel",1839,London,England,English,,Non-fiction,3
14815494,Wanderings in India: and other sketches of life in Hindostan,"Lang, John",1859,London,England,English,,Non-fiction,3
14815497,"Cyprus: its history, its present resources and future prospects. With two illustrations and four maps","Lang, Robert Hamilton, Sir, k.c.m.g",1878,London,England,English,,Non-fiction,5
14815517,Narrative of a Residence at the Court of Meer Ali Moorad; with Wild Sports in the Valley of the Indus,"Langley, Edward Archer",1860,Bungay  London,England,English,,Non-fiction,3
14815526,Russian Characteristics. Reprinted ... from the Fortnightly Review,"Lanin, E. B., pseudonym [i.e. Emil Joseph von Dillon]",1892,London,England,English,Chapman & Hall,Non-fiction,3
14815565,Lochandhu ... Second edition,"Lauder, Thomas Dick, Sir, Baronet",1891,Elgin,Scotland,English,J. Watson,Fiction,3
14815620,Dr. Bruno's Wife. A Toronto society story,"Lawson, Jessie Kerr, Mrs",1893,London,England,English,"Simpkin, Marshall",Fiction,3
14815637,A king's ransom. By the author of 'The martyrs of the Cornhill' [i.e. Nina F. Layard],"Layard, Nina Frances",1888,Ipswich  London,England,English,"Pawsey & Hayes ; Simpkin, Marshall",Fiction,4
14815733,Vanitas. Polite stories,"Lee, Vernon",1892,New York,United States of America,English,Lovell,Fiction,3
14815788,"Reconnoitering Voyages and Travels, with adventures in the New Colonies of South Australia, ... including visits to the Nicobar and other islands of the Indian Seas, Calcutta, the Cape of Good Hope, and St. Helena, during the years 1836-38. Embellished by engravings","Leigh, W. H., of the African Institution of Paris",1839,London,England,English,,Non-fiction,5
14815810,"Travels after the Peace of Amiens through parts of France, Switzerland, Italy, and Germany","Lemaistre, J. G.",1806,London,England,English,,Non-fiction,4
14815811,"From London to Bokhara, and a ride through Persia","Le Messurier, Augustus",1889,London,England,English,R. Bentley,Non-fiction,3
14815815,A Pair of Lovers and other tales,"Lemon, afterwards Hildyard, Ida Jane",1893,London,England,English,Smith & Elder,Fiction,4
14815821,A Covenant with the Dead ... New edition,"Lemore, Clara",1893,London,England,English,Griffith & Farran,Fiction,5
14815857,"Man's Origin and Destiny sketched from the platform of the sciences, in a course of lectures delivered before the Lowell Institute, in Boston","Lesley, Peter",1868,Philadelphia,,English,,Non-fiction,3
14815862,Leslie ... By the author of 'A Modern Milkmaid' [i.e. Elinor Huddart.] ... A new edition,,1893,London,England,English,Digby & Long,Fiction,5
14816226,The City of Palaces; a fragment. And other poems,"Atkinson, James",1824,Calcutta,,English,Government Gazett Press,Fiction,5
14816783,"The deserted village, etc","Goldsmith, Oliver",1885,London,England,English,Cassell,Fiction,5
14816861,"The Poetical Works of G. Herbert; and The Synagogue, by C. Harvey. With introduction by J. Nichol ... The text edited by C. Cowden Clarke","Herbert, George",1885,London  Perth,England,English,Ward & Lock,Fiction,5
14816911,Prince Malcolm: in five cantos; with other poems,"Humphreys, John Doddridge",1813,London,England,English,,Fiction,5
14817022,The Blue Poetry Book. Edited by Andrew Lang. With numerous illustrations by H. J. Ford and Lancelot Speed. L.P,"Lang, Andrew",1891,London,England,English,Longmans,Fiction,5
14817076,"Manual of the Vaṇṇi Districts, Vavun̤iya and Mullaittívu, of the Northern Province, Ceylon","Lewis, J. Penry (John Penry)",1895,Colombo,,English,H. C. Cottle,Non-fiction,4
14817088,"Travels to the Source of the Missouri River and across the American Continent to the Pacific Ocean, performed by order of the Government of the United States in the years 1804, 1805, and 1806. By Captains Lewis and Clarke. Published from the official report, and illustrated by ... maps [Another edition of 'History of the Expedition under the command of Captains Lewis and Clarke, etc.' By Nicholas Biddle. Edited by T. Reus.]","Lewis, Meriwether",1814,London,England,English,Longman,Non-fiction,3
14817102,Round the World in 124 days. ... With map and illustrations,"Leyland, Ralph Watts",1880,Liverpool,England,English,G. G. Walmsley,Non-fiction,4
14817172,Caroline [A novel.],"Lindsay, Lady (Caroline Blanche Elizabeth)",1888,London,England,English,Bentley,Fiction,5
14817174,The Philosopher's Window and other stories,"Lindsay, Lady (Caroline Blanche Elizabeth)",1892,London,England,English,A & C. Black,Fiction,3
14817225,"A Journey to Paris in the year 1698 ... Edited, with annotations, a life of Lister, and a Lister bibliography, by Raymond Phineas Stearns [A facsimile of the third edition, 1699.]","Lister, Martin",1823,"London, Shaftesbury",England,English,,Non-fiction,5
14817229,"Through the Yang-tse Gorges ... Third and revised edition, etc","Little, Archibald John",1898,London,England,English,Sampson Low,Non-fiction,3
14817240,Sketches in Sunshine and Storm. A collection of miscellaneous essays and notes of travel,"Knox-Little, W. J. (William John)",1892,London,England,English,Longmans,Non-fiction,3
14817291,"Loafing and Loving, and other stories. By the author of 'My Neighbour Nellie' ... Illustrated, etc",,1890,London,England,English,'Fun' Office,Fiction,5
14817335,The Inns of Court and Chancery ... New edition,"Loftie, William John",1894,London,England,English,Seeley,Non-fiction,5
14817391,Revenue of the United States. Official Report by ... D. A. W. ... Reprinted [With a preface by the Cobden Club.],"Cobden Club (London, England)",1872,Washington,United States of America,English,,Non-fiction,4
14817436,Wreck of the 'London.',,1866,London,England,English,,Non-fiction,5
14817552,The Wanderer in Western France. Illustrated by the Hon. E. York,"Lowth, George Thomas",1863,London,England,English,,Non-fiction,5
14817599,"The Mission to Kandahar, with appendices ... With supplementary report of the expedition into Upper Meeránzye and Kourrum in 1856","Lumsden, H. B.",1860,Calcutta,,English,Baptist Mission Press,Non-fiction,3
14817627,"Narrative of a Journey from Calcutta to Europe, by way of Egypt, in the years 1827-28","Lushington, Charles, Mrs",1829,London,England,English,,Non-fiction,3
14817639,Won by Waiting: a story of home life in France and England,"Lyall, Edna",1879,London,England,English,,Fiction,5
14817673,Egyptian Sketches ... With ... illustrations,"Lynch, Jeremiah",1890,London,England,English,E. Arnold,Non-fiction,4
14817706,Suspicion. A story,"Lys, Christian",1889,London,England,English,Ward & Downey,Fiction,4
14817792,Reminiscences of Rome,"Maccartan, Eugene",1883,London,England,English,Burns & Oates,Non-fiction,3
14817827,An Artist in the Himalayas ... Illustrated by over 100 original sketches made on the journey,"Maccormick, Arthur David",1895,London,England,English,T. F. Unwin,Non-fiction,3
14817848,Losses in Gold Amalgamation: with notes on the concentration of gold and silver ores. With ... plates,"Macdermott, Walter",1890,London,England,English,E. & F. N. Spon,Non-fiction,4
14817930,"Brought to Bay; or, Experiences of a City Detective","Macgovan, James",1878,Edinburgh,Scotland,English,,Fiction,5
14817999,"Lady Glenroy, or, the Mystery in the Moonlight [A novel.]","Mackeand, George",1893,London,England,English,J. Blackwood,Fiction,3
14818052,"A dissertation on the topography of the Plain of Troy, including an examination of the opinions of Demetrius, Chevalier, Dr. Clarke, and Major Rennell","Maclaren, Charles",1822,Edinburgh,Scotland,English,,Non-fiction,3
14818283,Man: fragments of forgotten history. By two Chelas in the Theosophical Society,,1885,London,England,English,Reeves & Turner,Non-fiction,3
14818313,"Shadow and Sunlight. Poems, etc","Mann, Arthur M.",1893,Cape Town,,English,J. C. Juta,Fiction,5
14818399,"A Narrative of the Cruise of the Yacht Maria among the Feroe Islands in the Summer of 1854, etc [By A. H. Davenport? With plates.]",,1855,London,England,English,"Longman, Brown, Green & Longmans",Non-fiction,3
14818445,At Heart a Rake,"Marryat, Florence",1895,London,England,English,H. Cox,Fiction,5
14818455,The Dream that stayed,"Marryat, Florence",1896,London,England,English,Hutchinson ; Nimequen,Fiction,5
14818553,The Mahatma's Pupil,"Marsh, Richard",1893,London,England,English,Henry,Fiction,4
14818585,Mrs. Haycock's Chronicles: a story of life-service,"Marshall, Emma",1877,London,England,English,,Fiction,5
14818589,The Rochemonts. A story of three homes,"Marshall, Emma",1879,London,England,English,,Fiction,5
14818614,Cousin Simon [A novel.],"Marsham, Clara Catherine, Honourable Mrs Robert Marsham",1879,London,England,English,Chapman & Hall,Fiction,5
14818625,Home Life on an Ostrich Farm. ... Second edition,"Martin, Annie",1891,London,England,English,G. Philip,Non-fiction,5
14818626,"The Withered Jester, and other verses","Martin, Arthur Patchett",1895,London,England,English,J M Dent,Fiction,5
14818708,"Our Cousins in Australia; or, Reminiscences of S. Norris","Massary, Isabel",1867,Edinburgh,Scotland,English,,Fiction,3
14818813,"Five Years in Madagascar, with notes on the military situation","Maude, Francis Cornwallis",1895,London,England,English,Chapman & Hall,Non-fiction,5
14818814,Visit to the Falls of Niagara in 1800,"Maude, John, esq",1826,"London, Wakefield",England,English,,Non-fiction,5
14818840,Love and Law. Two stories,"Max, Carl, pseudonym",1879,London,England,English,Remington,Fiction,5
14818955,Impressions of England,"Melfort, Édouard, count",1836,London,England,English,,Non-fiction,3
14818957,"A Geographical Description of the United States with the contiguous British and Spanish Possessions, intended as an accompaniment to Melish's map of these countries","Melish, John",1826,New York,United States of America,English,,Non-fiction,3
14818986,The Piazza Tales,"Melville, Herman",1856,New York,United States of America,English,Dix & Edwards,Fiction,3
14819045,"The White Pilgrim, and other poems","Merivale, Herman Charles",1883,London,England,English,Chapman & Hall,Fiction,4
14819082,Dr. Oliver's Maid. A story in four chapters,"Meteyard, Eliza",1857,"London, Berlin",England,English,,Fiction,4
14819089,"Across East African Glaciers. An account of the first ascent of Kilimanjaro ... Translated from the German by E. H. S. Calder. With ... illustrations and ... maps, etc [With a biography and appendices.] L.P","Meyer, Hans",1891,London,England,English,G. Philip,Non-fiction,3
14819096,"The history of Miami County, Ohio ... Illustrated",,1880,Chicago,United States of America,English,W. H. Beers,Non-fiction,3
14819119,Vaia's Lord [A novel.],"Middlemass, Jean",1889,London,England,English,Sonnenschein,Fiction,5
14819151,Ned Stafford's experiences in the United States,"Milford, Philip",1886,London,England,English,Sampson Low,Fiction,3
14819171,First impressions of England and its people,"Miller, Hugh",1847,London,England,English,,Non-fiction,3
14819179,Songs of Far-Away Lands,"Miller, Joaquin",1878,London,England,English,,Fiction,5
14819205,Glimpses of Southern France and Spain,"Mills, L. E.",1867,Cincinnati,United States of America,English,,Non-fiction,5
14819261,Was she good or bad? A holiday episode,"Minto, William",1889,London,England,English,Chatto & Windus,Fiction,5
14819283,Golden Horseshoes. A tale of chivalry for young and old,"Mitchell, Elizabeth Harcourt",1884,London,England,English,Masters,Fiction,5
14819323,A Bachelor Girl in London [A tale.],"Mitton, Geraldine Edith, afterwards Scott (Geraldine Edith) Lady",1893,London,England,English,Hutchinson,Fiction,3
14822951,Rambles roundabout and Poems ... Edited by Edward Dicey,"De Wilde, George James",1872,Northampton,England,English,Dicey,Both,5
14823028,"The History of Ancient Malmesbury, being a lecture, etc [With plates.]","Jennings, Joseph Cave Spicer",1891,Malmesbury,,English,N. Riddick,Both,5
14823352,"The Visitor's Guide to Oxford. (Abridged ... from the 'Handbook for Visitors to Oxford.') A new edition, with 110 illustrations [The preface is signed, J. P.]","P, J.",1881,Oxford,,English,Parker,Non-fiction,5
14823577,"Impressions of America, during the years 1833, 1834 and 1835","Power, Tyrone",1836,London,England,English,,Non-fiction,5
14823651,"A Cruel Case; or, The Bar Sinister. A novel","Rathborne, St. George",1897,London,England,English,Aldine Publishing,Fiction,5
14823769,The Dynamical Theory of the Formation of the Earth,"Ritchie, Archibald Tucker",1850,London,England,English,,Non-fiction,5
14823819,Poems,"Robinson, Mary",1791,London,England,English,,Fiction,5
14823909,Happy with Either. A novel. By A. L. O. S,"S, A. L. O.",1878,"London, Guildford",England,English,,Fiction,5
14823934,There and Back again in search of Beauty,"St. John, James Augustus",1853,London,England,English,,Non-fiction,3
14823943,Paris herself again in 1878-9 ... Fifth edition,"Sala, George Augustus Henry Fairfield",1880,London,England,English,Remington,Non-fiction,3
14824089,"Scotland and the Scotch; or, The Western Circuit. ... Third thousand, with ... additions. (Shetland and the Shetlanders; or, the Northern Circuit, etc.)","Sinclair, Catherine",1841,Edinburgh,Scotland,English,,Non-fiction,5
14824145,"Vagabondiana, or, Anecdotes of mendicant wanderers through the streets of London; with portraits of the most remarkable ... A new edition [With plates.]","Smith, John Thomas",1874,London,England,English,Chatto & Windus,Non-fiction,4
14824259,Sunny Memories of Foreign Lands,"Stowe, Harriet Beecher",1854,London,England,English,Sampson Low,Non-fiction,4
14824518,Paris and the Parisians in 1835,"Trollope, Frances Milton",1836,London,England,English,,Non-fiction,5
14824908,Readings from great English Writers. With biographical notes,"Wright, J. C. (John Charles)",1893,London,England,English,W. H. Allen,Both,3
14824923,"America, its realities and resources; comprising important details connected with the present ... state of the country; its laws and customs, together with a review of the policy of the United States, the Texas and Oregon Questions, etc","Wyse, Francis",1846,London,England,English,,Non-fiction,5
14824974,Antiquities of Shropshire [With plates and maps.],"Eyton, Robert William",1853,London,England,English,J. R. Smith,Non-fiction,3
14825800,Monte Cristo and his Wife. A companion story to 'The Count of Monte Cristo' [by Alexandre Dumas],,1891,London,England,English,Routledge,Fiction,3
14825826,"Two Months abroad: or, a Trip to England, France, Baden, Prussia, and Belgium. In August and September, 1843. By a rail-road director of Massachusetts [i.e. Elias H. Derby]",,1844,Boston,,English,Redding,Non-fiction,4
14825850,In our Hours of Ease [Short stories.],"Moore, Frank Frankfort",1896,London,England,English,Mentz,Fiction,4
14825898,The Loves of the Angels ... Second edition,"Moore, Thomas",1823,London,England,English,,Fiction,5
14825922,Sailing Directions for the Red Sea,"Moresby, Robert",1841,London,England,English,,Non-fiction,5
14825936,Doorside Ditties,"Morison, afterwards Campbell, Jean",1893,London,England,English,W. Blackwood,Fiction,5
14826045,Old Dorset : chapters in the history of the county,"Moule, H. J. (Henry Joseph)",1893,London,England,English,Cassell,Non-fiction,5
14826188,Gobi or Shamo; a story of three songs,"Murray, George Gilbert Aimé",1889,London,England,English,Longmans,Fiction,4
14826216,"A Visit of Japheth to Shem and Ham [An account of a visit to Europe, Egypt and the Holy Land.]","Mutchmore, Samuel A.",1889,New York,United States of America,English,R. Carter,Non-fiction,3
14826227,"Microcosmus; a morall maske [in five acts, in prose and verse], etc","Nabbes, Thomas",1637,London,England,English,C. Greene ; R. Oulton,Fiction,5
14826316,"A Relation of a Voyage to Sagadahoc, now first printed from the original manuscript in the Lambeth Palace Library [entitled: 'The Relation of a Voyage unto New England began from the Lizard ye first of June 1607. By Captn. Popham in ye ship ye Gift. Captn. Gilbert in ye Mary and John,' etc.] Edited with preface, notes and appendix by ... B. F. Decosta [With a paper annexed, entitled: 'The Two Hundred and Seventy-Third Anniversary of Sagadahoc.']",,1880,Cambridge  Massachusetts,,English,I. Wilson,Non-fiction,3
14826320,"A Gazetteer of the State of New York ... Also, statistical tables, including the Census of 1840, and tables of distances, etc [By O. L. Holley.]","New York, State of",1842,Albany,United States of America,English,,Non-fiction,4
14826325,The Impress of a Gentlewoman [A novel.],"Newberry, Fanny E.",1894,London,England,English,Hutchinson,Fiction,3
14826407,Doctor Bernard St. Vincent. A sensational romance of Sydney,"Nisbet, Hume",1889,London,England,English,Ward & Downey,Fiction,3
14826412,"Her Loving Slave. A romance of Sedgemoor ... From an unpublished drama by Mr. H. Moss, etc","Nisbet, Hume",1894,London,England,English,Digby & Long,Fiction,3
14826445,Livingstone in Africa. ... With illustrations by H. Nisbet and preface by E. H. Hickey. A new edition,"Noel, Roden Berkeley Wriothesley, Honourable",1895,London,England,English,Ward & Downey,Fiction,5
14826487,"Mildred Norman, the Nazarene ... By a Working Man","Norman, Sunny",1858,London,England,English,,Fiction,5
14826497,The Despotic Lady and others [Stories.],"Norris, W. E. (William Edward)",1895,London,England,English,Methuen,Fiction,5
14826554,O.U.R. Books,,1890,London,England,English,"Simpkin, Marshall",Fiction,5
14826675,Crags and Craters: rambles in the Island of Réunion ... With illustrations and a map,"Oliver, William Dudley",1896,London,England,English,Longmans,Non-fiction,3
14826686,"Indian Life, religious and social","Oman, John Campbell",1889,London,England,English,T. Fisher Unwin,Non-fiction,5
14826734,"A Practical Manual of Minerals, Mines and Mining ... Illustrated, etc","Osborn, Henry Stafford",1888,Philadelphia,,English,H. C. Baird,Non-fiction,5
14826738,The Past and Future of British Relations in China,"Osborn, Sherard",1860,Edinburgh  London,England  Scotland,English,,Non-fiction,3
14826748,O'Shea's Guide to Spain and Portugal. Edited by John Lomas. Tenth edition [With a loose map and plans.],"O'Shea, Henry",1895,London,England,English,A & C. Black,Non-fiction,5
14826755,Mirabelle [A novel.],"Ostlere, May",1890,London,England,English,D. Stott,Fiction,5
14826801,"A Treatise on Metallurgy; comprising mining, and general and particular metallurgical operations, etc","Overman, Frederick",1852,New York,United States of America,English,,Non-fiction,5
14826819,The Daughter of Alouette [A novel.],"Owen, Mary Alicia, miss",1896,London,England,English,Methuen,Fiction,4
14826845,"A Little Tour in Ireland: being a visit to Dublin, Galway, Connamara, Athlone, Limerick, Killarney, Glengarriff, Cork, etc. ... By an Oxonian [i.e. S. R. Hole] . With illustrations by John Leech",,1859,London,England,English,Bradbury & Evans,Non-fiction,5
14826848,Three Years in Roumania,"Ozanne, James William",1878,London,England,English,,Non-fiction,5
14826870,Chips and Chapters: a book for amateur and young Geologists,"Page, David, f.g.s",1869,Edinburgh  London,England  Scotland,English,,Non-fiction,5
14826872,Geology for General Readers: a series of popular sketches in Geology and Palæontology,"Page, David, f.g.s",1866,Edinburgh  London,England  Scotland,English,,Non-fiction,5
14826882,"The Past and Present Life of the Globe; being a sketch, in outline, of the World's Life-system","Page, David, f.g.s",1861,Edinburgh,Scotland,English,,Non-fiction,3
14826906,"The passionate pilgrim, or Eros and Anteros. By Henry J. Thurstan [pseudonym of F. T. Palgrave]","Palgrave, Francis Turner",1858,London,England,English,Chapman & Hall,Non-fiction,4
14826919,"Palaestina. Geographisk, archæologisk och historisk Beskrifning. Tredje Upplagen, omarbetad och mycket tillökt","Palmblad, Vilhelm Fredrik",1842,Upsala,,Swedish,,Non-fiction,1
14826937,"Indian Village Folk: their works and ways, etc [With illustrations.]","Pāṇḍiyan, Thomas B.",1898,London,England,English,E. Stock,Non-fiction,4
14826955,Up the Yang-tse ... Reprinted from the 'China Review.' With sketch maps,"Parker, Edward Harper",1891,Hongkong,,English,'China Mail' Office,Non-fiction,3
14826961,Pierre and his People. Tales of the far North,"Parker, Gilbert",1892,London,England,English,Methuen,Fiction,3
14827010,Wrecked and Saved,"Parsons, Gertrude, Mrs",1878,London,England,English,,Fiction,3
14827074,"John Smith, and tales of the Gareloch","Paul, M. B.",1893,Glasgow,Scotland,English,D. Bryce,Fiction,5
14827178,Christine of the Hills,"Pemberton, Max",1897,London,England,English,Innes,Fiction,5
14827179,"The Diary of a Scoundrel, etc","Pemberton, Max",1891,London,England,English,Ward & Downey,Fiction,5
14827199,"Wilfred Waide, Barrister and Novelist [A novel.]","Penderel, Richard",1893,London,England,English,Sampson Low,Fiction,3
14827204,"Present-Day Egypt ... Illustrated, etc","Penfield, Frederic Courtland",1899,London,England,English,Macmillan,Non-fiction,5
14827245,Uit de Oude Doos. Sprokkelingen over Neêrlandsch Indië,"Perelaer, Michael Theophile Hubert",1882,Rotterdam,,Dutch,,Non-fiction,1
14827300,Gerard's Monument; and other poems,"Pfeiffer, Emily",1878,London,England,English,,Fiction,5
14827325,"A Lucky Young Woman, etc","Philips, Francis Charles",1890,London,England,English,Trischler,Fiction,5
14827365,"Memorials of Clutha; or, Pencillings of the Clyde ... With ... lithographic views","Phipps, Elvira Anna",1842,London,England,English,,Non-fiction,3
14827403,"Pilgrim Street. A story of Manchester life. By the author of 'Jessica's First Prayer' [i.e. Sarah Smith writing under the pseudonym of Hesba Stretton], etc",,1878,London,England,English,R.T.S,Fiction,3
14827405,Elements of Physical and Classical Geography,"Pillans, James",1854,Edinburgh  London,England  Scotland,English,,Non-fiction,4
14827603,"The Apothecary's Daughters ['Mimoser,' etc.] ... Translated from the Danish by G. Nielsen","Pontoppidan, Henrik",1889,London,England,English,Trübner,Fiction,3
14827607,"Life, Scenery, and Customs in Sierra Leone and the Gambia","Poole, Thomas Eyre",1850,London,England,English,,Non-fiction,5
14827646,"Travels in Georgia, Persia, Armenia, Ancient Babylonia ... during the years 1817, 1818, 1819 and 1820. With numerous engravings","Porter, Robert Ker, Sir",1821,London,England,English,,Non-fiction,4
14827664,"Personal Observations on Sindh; the manners and customs of its inhabitants, and its productive capabilities: with a sketch of its history, a narrative of recent events, and an account of the connection of the British Government with that country, etc","Postans, Thomas",1843,London,England,English,,Non-fiction,4
14827668,The Germ Growers. The strange adventures of Robert Easterley and John Wilbraham [i.e. Robert Potter.],"Potter, Robert",1892,London,England,English,Hutchinson,Fiction,3
14827723,"The Ground beneath us, its geological changes and phases. ... Three lectures","Prestwich, Joseph, Sir",1857,London,England,English,,Non-fiction,5
14827764,"Imperial India. An Artist's journals. Illustrated, etc","Prinsep, Val C. (Val Cameron)",1879,London,England,English,,Non-fiction,4
14827781,"Romance of a Swiss Tour, and other stories","Procter, J.",1889,London,England,English,Digby & Long,Fiction,3
14827807,An Evil Spirit [A novel.],"Pryce, Richard",1892,London,England,English,Griffith & Farran,Fiction,5
14827934,"The Land of the North Wind; or, travels among the Laplanders and the Samoyedes","Rae, Edward, f.r.g.s",1875,London,England,English,,Non-fiction,4
14828012,Masked in Mystery: a romantic story of adventure under Egyptian skies,"Rathborne, St. George",1897,London,England,English,J. Henderson,Fiction,5
14828075,The Goldsmith's Ward: a tale of London City in the 15th century ... With ... illustrations,"Reade, R. H., Mrs",1891,London,England,English,Chapman & Hall,Fiction,3
14828088,The Rector's Daughters [A novel.],,1861,London,England,English,,Fiction,4
14828105,Gwen and Gwladys [A novel.] ... Translated from the Welsh by W. Rees Evans,"Rees, William",1896,London,England,English,E. Stock,Fiction,4
14828111,The Annals of Auchterarder and Memorials of Strathearn,"Reid, Alexander George",1899,Crieff,,English,D. Philips,Non-fiction,3
14828113,"Old Oscar, the faithful dog","Reid, Hugh Gilzean, Sir",1863,London,England,English,S. W. Partridge,Fiction,5
14828163,"Diamonds and Gold in South Africa ... With maps, etc","Reunert, Theodore",1893,Cape Town,South Africa,English,J. C. Juta,Non-fiction,3
14828221,"The Little Duke; or, Richard the Fearless. By the author of 'the Heir of Redclyffe' [Miss Yonge]",,1891,London,England,English,Macmillan,Fiction,3
14828312,"Ancient Streets and Homesteads of England ... Introduction by ... J. S. Howson ... With ... illustrations, etc","Rimmer, Alfred",1877,"London, Edinburgh",England,English,,Non-fiction,3
14828319,Five Poems [With notes.],"Ripley, J. J.",1855,London,England,English,C. & E. Layton,Fiction,5
14828325,Brought Together. A volume of stories. By Rita,Rita,1892,London,England,English,Griffith & Farran,Fiction,5
14828331,"Miss Kate; or, Confessions of a Caretaker. A novel. By Rita",Rita,1889,London,England,English,F. V. White,Fiction,3
14828363,"Launceston, past and present, etc [Illustrated.]","Robbins, Alfred Farthing, Sir",1888,Launceston,England,English,W. Weighell,Non-fiction,4
14828406,A Lombard Street mystery. A novel,"Robertson, Muirhead, pseudonym [i.e. Henry Johnson]",1888,London,England,English,W. Bartholomew,Fiction,5
14828414,Her Point of View [A novel.],"Reynolds, Baillie, Mrs",1896,London,England,English,Hurst & Blackett,Fiction,5
14828416,"Life in California ... New edition, bringing forward the narrative from 1846 to the occupation of the country by the United States","Robinson, Alfred, of New York",1897,San Francisco,,English,W. Doxey,Non-fiction,5
14828478,A Man of Mystery [A novel.],"Roe, J. Harcourt, Mrs",1893,London,England,English,J. Blackwood,Fiction,5
14828487,Roger's Directory of Norwich and neighbourhood,"Rogers, Edmund Dawson",1859,Norwich,England,English,,Non-fiction,4
14828502,Quer durch Afrika. Reise vom Mittelmeer nach dem Tschad-See und zum Golf von Guinea,"Rohlfs, Friedrich Gerhard",1874,Leipzig,,Dutch  German,,Fiction,1
14828512,"The Romance of a Dull Life. By the author of 'Morning Clouds,' etc [Mrs. A. J. Penny.]",,1861,London,England,English,,Fiction,5
14828514,A Selection from the Poems of George John Romanes. With an introduction by T. H. Warren,"Romanes, George John",1896,London,England,English,Longmans,Fiction,4
14828551,Armand de l'Isle [A novel.],"Rose, A. M.",1893,London,England,English,"Eden, Remington",Fiction,5
14828552,Four Years in Southern Africa,"Rose, Cowper",1829,London,England,English,,Non-fiction,3
14828555,"The Great Country; or, Impressions of America","Rose, George",1868,London,England,English,,Non-fiction,5
14828564,"Grisette: a tale, etc","Rosen, Lew",1890,New York,United States of America,English,R. K. Fox,Fiction,5
14828607,"Sing-Song. A nursery rhyme book. ... With ... illustrations by A. Hughes, etc","Rossetti, Christina Georgina",1893,London,England,English,Macmillan,Fiction,5
